key,id,baseline,domain,subdomain,area,text
"ORB:8.2.1.3","8.2.1.3","ORB","Incident and Crisis Management","Communication and Escalation","Internal and External Communication","Regulated Entities shall assign a crisis communication team responsible for managing all communication activities during crisis."
"ORB:8.2.1.4","8.2.1.4","ORB","Incident and Crisis Management","Communication and Escalation","Internal and External Communication","Regulated Entities shall appoint a spokesperson responsible for communicating with external stakeholders during the crisis."
"ORB:8.2.2.1","8.2.2.1","ORB","Incident and Crisis Management","Communication and Escalation","Escalation and reporting to CBK","Regulated Entities shall initially report incidents to CBK in accordance with the below timelines, corresponding to the incident severity rating: a) Medium severity incidents shall be reported within (4) hours of discovery; and b) High severity incidents shall be reported within (1) hour of discovery."
"ORB:8.2.2.2","8.2.2.2","ORB","Incident and Crisis Management","Communication and Escalation","Escalation and reporting to CBK","Regulated Entities shall update CBK on the situation/progress of the reported incidents in accordance with the below timelines: a) Medium severity incidents shall be updated on daily basis or when requested by CBK; and b) High severity incidents shall be updated in every 4 hours from prior notification, or when requested by CBK."
"ORB:8.2.2.3","8.2.2.3","ORB","Incident and Crisis Management","Communication and Escalation","Escalation and reporting to CBK","Regulated Entities shall submit closure incident report to CBK in accordance with the below timelines, corresponding to the incident severity rating: a) Low severity incidents shall be consolidated and reported on a monthly basis; and b) Medium and High severity incidents shall submit closure report once the incident is resolved."
"ORB:8.2.2.4","8.2.2.4","ORB","Incident and Crisis Management","Communication and Escalation","Escalation and reporting to CBK","Regulated Entities shall determine the estimated financial loss in the initial situational/progress report and confirm the final loss amount in the closure report."
"ORB:8.2.2.5","8.2.2.5","ORB","Incident and Crisis Management","Communication and Escalation","Escalation and reporting to CBK","Regulated Entities shall report incidents in accordance with the predefined templates (specified in the Appendix section 12.1) and communication channels. Notification requirements for Regulated Entities to CBK Severity Initial Reporting Situation Reporting Closure Reporting High Within 1 hours of discovery Every 4 hours Upon closure Medium Within 4 hours of discovery Once a day Upon closure Low Not Applicable Not Applicable Monthly"
"ORB:10.1.1.1","10.1.1.1","ORB","Training, Testing and Continuous Improvement","Training, Testing and Exercising","Table-Top Exercises","Tabletop exercises shall be conducted at least annually to test the effectiveness of operational resilience plans and decision-making processes under simulated disruption scenarios with respective stakeholders within the regulated entity."
"ORB:10.1.1.2","10.1.1.2","ORB","Training, Testing and Continuous Improvement","Training, Testing and Exercising","Table-Top Exercises","Scenarios shall be realistic, relevant to the regulated entity’s operating context, and clearly defined with objectives. Examples may include function-specific, location-based, process- level, or High risks identified in the risk assessment."
"ORB:10.1.1.3","10.1.1.3","ORB","Training, Testing and Continuous Improvement","Training, Testing and Exercising","Table-Top Exercises","Defined test scenarios shall cover the activation of operational resilience plans (BCP, IT DRP)."
"ORB:10.1.2.1","10.1.2.1","ORB","Training, Testing and Continuous Improvement","Training, Testing and Exercising","Business Continuity and Disaster Recovery Testing","Business continuity and Disaster recovery tests shall be conducted at least annually. Testing shall cover both business process continuity and IT systems recovery."
"ORB:10.1.2.2","10.1.2.2","ORB","Training, Testing and Continuous Improvement","Training, Testing and Exercising","Business Continuity and Disaster Recovery Testing","Tests shall be designed to validate: a) Verify compliance with RTO and RPO targets for critical systems and data; b) Functionality of alternate work locations; and c) End to end recovery across the business unit and systems."
"ORB:10.1.3.1","10.1.3.1","ORB","Training, Testing and Continuous Improvement","Training, Testing and Exercising","Crisis Simulation","Full-scale or partial crisis simulations shall be conducted at least annually to test the effectiveness of operational resilience plans and decision-making processes under simulated disruption scenarios."
"ORB:10.1.3.2","10.1.3.2","ORB","Training, Testing and Continuous Improvement","Training, Testing and Exercising","Crisis Simulation","Scenarios shall be developed to reflect high-impact, realistic disruption events that test the regulated entity’s ability to manage complex and evolving crises. Scenarios may include multi-layered incidents such as cyberattacks, infrastructure failure, critical third-party disruption, or concurrent operational and reputational risks."
"ORB:10.1.3.3","10.1.3.3","ORB","Training, Testing and Continuous Improvement","Training, Testing and Exercising","Crisis Simulation","Defined test scenarios should cover the activation and involvement for crisis management team and other response teams as applicable."
"ORB:10.1.4.1","10.1.4.1","ORB","Training, Testing and Continuous Improvement","Training, Testing and Exercising","Sector Wide Simulation","Regulated Entities shall participate in sector-wide simulation exercises coordinated by CBK where applicable. These exercises are designed to assess the readiness of the regulated entities to respond to large-scale, systemic disruptions affecting the broader banking ecosystem."
"ORB:10.1.5.1","10.1.5.1","ORB","Training, Testing and Continuous Improvement","Training, Testing and Exercising","Continuous Improvement","Regulated Entities shall ensure that detailed results of all exercises and tests are documented for future reference and continuous improvement. The documentation shall include, at a minimum: a) Document the objectives and scope of the exercised plan; b) Document the participants; c) Exercise / test results; d) Document lessons learnt and the required improvements; and e) In case of failure, Capture the root-cause of the failure and remediation actions should be tracked to successful conclusion."
"ORB:10.1.5.2","10.1.5.2","ORB","Training, Testing and Continuous Improvement","Training, Testing and Exercising","Continuous Improvement","Regulated Entities shall report the testing results to the Executive/Senior Management."
"ORB:10.1.6.1","10.1.6.1","ORB","Training, Testing and Continuous Improvement","Training, Testing and Exercising","Training and Awareness","Regulated Entities shall ensure that all internal employees, contractors, and relevant third- party staff within the regulated entity are: a) Familiar with relevant parts of operational resilience policies and plans b) Familiar with their roles and responsibilities during disruptive incidents"
"ORB:10.1.6.2","10.1.6.2","ORB","Training, Testing and Continuous Improvement","Training, Testing and Exercising","Training and Awareness","Specialized awareness training shall be provided once on an annual basis to employees involved in resilience related disciplines to achieve the required level of experience, skills, and competences."
"ORB:10.1.6.3","10.1.6.3","ORB","Training, Testing and Continuous Improvement","Training, Testing and Exercising","Training and Awareness","Specialized awareness training for the top management shall be delivered at least annually, to ensure they understand their roles in developing operational resilience culture."
"ORB:10.1.6.4","10.1.6.4","ORB","Training, Testing and Continuous Improvement","Training, Testing and Exercising","Training and Awareness","Regulated Entities shall retain relevant documented information as evidence of all conducted awareness and training programs, including attendance records and assessment results."
"ORB:10.1.6.5","10.1.6.5","ORB","Training, Testing and Continuous Improvement","Training, Testing and Exercising","Training and Awareness","Regulated Entities shall measure the effectiveness of the training and awareness program."
"TPRM:3.1.1.1","3.1.1.1","TPRM","Governance Structure and Oversight","TPRM Policy and Strategy","TPRM Policy","Regulated entities shall develop and maintain a TPRM policy that: a) defines TPRM scope, activities that could be outsourced and not outsourced, Executive/Senior Management’s commitment, roles and responsibilities, enforcement mechanisms, and deterrents for non-compliance; b) incorporates relevant international best practices, frameworks, and standards; c) aligns with business objectives, relevant organizational policies, legal, regulatory, and contractual requirements"
"TPRM:3.1.1.2","3.1.1.2","TPRM","Governance Structure and Oversight","TPRM Policy and Strategy","TPRM Policy","The TPRM policy shall be defined, approved, implemented, communicated, enforced, and made accessible to all employees."
"TPRM:3.1.1.3","3.1.1.3","TPRM","Governance Structure and Oversight","TPRM Policy and Strategy","TPRM Policy","The TPRM policy shall be reviewed and updated annually or upon significant changes in the third-party ecosystem."
"TPRM:3.1.1.4","3.1.1.4","TPRM","Governance Structure and Oversight","TPRM Policy and Strategy","TPRM Policy","Regulated entities shall ensure that supporting procedures, processes, and guidelines are established to enable the implementation of the policy."
"TPRM:3.1.1.5","3.1.1.5","TPRM","Governance Structure and Oversight","TPRM Policy and Strategy","TPRM Policy","The TPRM policy shall be approved by the Executive/Senior Management and authorized by the Board to ensure alignment with the Entity’s overall objectives and the proper management of third-party risks."
"TPRM:3.1.2.1","3.1.2.1","TPRM","Governance Structure and Oversight","TPRM Policy and Strategy","TPRM Strategy","The Regulated Entities TPRM strategy shall include: a) define the desired TPRM maturity level and include clear objectives aligned with organizational goals and business objectives; b) include a roadmap with timelines for achieving strategic objectives; c) include requirements for continual review and validation of alignment of the TPRM program with strategic objectives; d) identify the responsibility and accountability for strategy implementation and monitoring."
"TPRM:3.1.2.2","3.1.2.2","TPRM","Governance Structure and Oversight","TPRM Policy and Strategy","TPRM Strategy","The TPRM strategy shall be defined, approved, and implemented, where: a) the strategy shall undergo a formal and documented review on an annual basis; b) the strategy shall also be subject to change-driven reviews triggered by significant internal or external factors, including: i. Significant shifts in the third-party threat landscape (e.g., onboarding of critical vendors, outsourcing of key services, newly identified risks); ii. New or updated regulatory, legal, or sectoral requirements;"
"TPRM:3.2.1.1","3.2.1.1","TPRM","Governance Structure and Oversight","Roles and Responsibilities","Defined Ownership","Regulated entities shall assign explicit ownership of third-party risk to designated functions such as Risk Management, Procurement, Legal, Business, Finance, Information Security, etc. Each function should be responsible for managing risks within its domain, ensuring that third-party engagements are assessed, monitored, and governed appropriately."
"TPRM:3.2.2.1","3.2.2.1","TPRM","Governance Structure and Oversight","Roles and Responsibilities","Three Lines of Defense Model","Regulated entities shall implement a structured approach to risk governance using the Three Lines of Defense model:"
"TPRM:3.3.1.1","3.3.1.1","TPRM","Governance Structure and Oversight","Board and Senior Management Oversight","Board of Directors","The Board of Directors (hereinafter referred as, Board) shall serve as the ultimate approving authority for the Third-Party Risk Management (TPRM) strategy. It shall also provide authorization for the TPRM policy, ensuring alignment with the entity’s overall risk appetite and regulatory obligations."
"TPRM:3.3.1.2","3.3.1.2","TPRM","Governance Structure and Oversight","Board and Senior Management Oversight","Board of Directors","The Board shall ensure the allocation of adequate financial, technological, and human resources to support the effective implementation and sustainability of the TPRM framework."
"TPRM:3.3.1.3","3.3.1.3","TPRM","Governance Structure and Oversight","Board and Senior Management Oversight","Board of Directors","The Board shall mandate the establishment of a dedicated TPRM Oversight Committee, with clearly defined responsibilities and authority to oversee third-party risk activities."
"TPRM:3.3.1.4","3.3.1.4","TPRM","Governance Structure and Oversight","Board and Senior Management Oversight","Board of Directors","The Board shall receive periodic reports (at least quarterly) from the TPRM Oversight Committee or relevant executive functions. These reports shall include: • Updates on the third-party risk posture; • Emerging threats and vulnerabilities; • Regulatory developments and compliance status; • Status of remediation actions and incident responses."
"TPRM:3.3.2.1","3.3.2.1","TPRM","Governance Structure and Oversight","Board and Senior Management Oversight","TPRM Oversight Committee","The TPRM Oversight Committee shall be chaired by a designated senior executive and shall composed of senior representatives from key functions, including: • Head of TPRM function; • Procurement and Vendor Management; • Legal and Compliance; • Information Security and Technology; • Business Units with critical third-party dependencies; • Business Continuity and Risk Management functions; • Internal Audit (as an observer)."
"TPRM:3.3.2.2","3.3.2.2","TPRM","Governance Structure and Oversight","Board and Senior Management Oversight","TPRM Oversight Committee","The Committee shall be chaired by a senior executive with expertise in third-party risk, governance, and regulatory compliance."
"TPRM:3.3.2.3","3.3.2.3","TPRM","Governance Structure and Oversight","Board and Senior Management Oversight","TPRM Oversight Committee","The Committee shall develop and maintain a formal charter, approved by the Board, which shall include: • The Committee’s mandate and objectives; • Membership composition and roles; • Meeting frequency (minimum quarterly) and quorum requirements; • Reporting lines and escalation protocols."
"TPRM:3.3.2.4","3.3.2.4","TPRM","Governance Structure and Oversight","Board and Senior Management Oversight","TPRM Oversight Committee","The Committee shall be responsible for: • Reviewing and endorsing the TPRM strategy and policy; • Monitoring program effectiveness through Key Risk Indicators (KRIs), Key Performance Indicators (KPIs), and resource utilization; • Reviewing risk assessments and classifications of critical third-party service providers; • Overseeing incident response, post-incident reviews, and closure of remediation actions related to third-party failures; • Ensuring the implementation of training and awareness programs across the organization; • Staying aware of regulatory changes, industry developments, and ensuring ongoing compliance with applicable laws and standards."
"TPRM:3.3.3.1","3.3.3.1","TPRM","Governance Structure and Oversight","Board and Senior Management Oversight","Executive and Senior Management","Executive and Senior Management shall ensure the effective execution of the TPRM framework, including integration with enterprise risk management, business continuity, and operational resilience programs."
"TPRM:3.3.3.2","3.3.3.2","TPRM","Governance Structure and Oversight","Board and Senior Management Oversight","Executive and Senior Management","Senior Management shall allocate sufficient resources-financial, technological, and personnel to support the TPRM lifecycle, including onboarding, monitoring, and offboarding of third-party relationships."
"TPRM:3.3.3.3","3.3.3.3","TPRM","Governance Structure and Oversight","Board and Senior Management Oversight","Executive and Senior Management","They shall foster a culture of risk awareness, ethical conduct, and continuous improvement in third-party engagements across all levels of the organization."
"TPRM:3.3.3.4","3.3.3.4","TPRM","Governance Structure and Oversight","Board and Senior Management Oversight","Executive and Senior Management","Executive Management is responsible for reviewing and implementing actions arising from assessments and audits. These evaluations shall be used to inform strategic decisions and drive enhancements in the program."
"TPRM:3.3.4.1","3.3.4.1","TPRM","Governance Structure and Oversight","Board and Senior Management Oversight","Third-Party Risk Management Function","The head of the Third-Party Risk Management function shall be responsible for defining and reviewing the TPRM strategy"
"TPRM:3.3.4.2","3.3.4.2","TPRM","Governance Structure and Oversight","Board and Senior Management Oversight","Third-Party Risk Management Function","Regulated entities shall establish a Third-Party Risk Management (TPRM) function with clearly defined roles and responsibilities, empowered by executive/senior management and overseen by the BRC Committee or equivalent authority."
"TPRM:3.3.4.3","3.3.4.3","TPRM","Governance Structure and Oversight","Board and Senior Management Oversight","Third-Party Risk Management Function","The TPRM function shall be appropriately staffed with personnel possessing knowledge in Chapter 6 vendor risk, compliance, legal, and information security, commensurate with the scale and complexity of third-party engagements."
"TPRM:3.3.4.4","3.3.4.4","TPRM","Governance Structure and Oversight","Board and Senior Management Oversight","Third-Party Risk Management Function","The TPRM function shall be responsible and accountable for establishing and maintaining policies, procedures, and tools to identify, assess, mitigate, and monitor risks associated with third-party relationships."
"TPRM:3.3.4.5","3.3.4.5","TPRM","Governance Structure and Oversight","Board and Senior Management Oversight","Third-Party Risk Management Function","The function shall coordinate with business units, procurement, legal, compliance, finance (or equivalent), IT and Information Security to ensure a holistic approach to third-party risk management across the organization."
"TPRM:3.3.4.6","3.3.4.6","TPRM","Governance Structure and Oversight","Board and Senior Management Oversight","Third-Party Risk Management Function","The Head of TPRM shall ensure that third-party risk assessments, due diligence, and ongoing monitoring activities are conducted consistently and that risk findings are escalated and addressed in a timely manner."
"TPRM:3.3.4.7","3.3.4.7","TPRM","Governance Structure and Oversight","Board and Senior Management Oversight","Third-Party Risk Management Function","Periodic reporting on third-party risk posture, emerging risks, and remediation status shall be provided to the TPRM Oversight Committee, at least quarterly or as required by significant changes in the third-party landscape."
"TPRM:3.3.4.8","3.3.4.8","TPRM","Governance Structure and Oversight","Board and Senior Management Oversight","Third-Party Risk Management Function","Periodic reporting on third-party risk posture, emerging risks, and remediation status shall be provided to the TPRM Oversight Committee, at least quarterly or as required by significant changes in the third-party landscape."
"TPRM:3.4.1.1","3.4.1.1","TPRM","Governance Structure and Oversight","Approvals and Periodic Reviews","Annual Review and Approval","The TPRM policy and overarching strategy shall be reviewed and formally approved by senior management or the designated governance committee at least annually. Additional reviews shall be conducted upon the occurrence of significant changes in the regulatory landscape, business operations, or risk environment."
"TPRM:3.4.2.1","3.4.2.1","TPRM","Governance Structure and Oversight","Approvals and Periodic Reviews","Periodic Risk Assessment Reviews","Third-party risk assessments, including due diligence outcomes, control effectiveness, and residual risk ratings, shall be reviewed periodically based on the criticality and risk profile of the third-party. High-risk third-parties shall be reviewed annually, medium-risk every two years, and low-risk every three years."
"TPRM:3.4.2.2","3.4.2.2","TPRM","Governance Structure and Oversight","Approvals and Periodic Reviews","Periodic Risk Assessment Reviews","Controls implemented to mitigate third-party risks shall be evaluated regularly to ensure they remain effective and aligned with current threats, vulnerabilities, and compliance requirements."
"TPRM:3.4.2.3","3.4.2.3","TPRM","Governance Structure and Oversight","Approvals and Periodic Reviews","Periodic Risk Assessment Reviews","All approvals, reviews, and updates to the TPRM policy, strategy, and risk assessments shall be documented. The review process shall ensure continued alignment with applicable regulatory guidelines and leading industry standards. Chapter 6"
"TPRM:4.1.1.1","4.1.1.1","TPRM","Risk Management Framework","Critical Third-Party Service Identification","Impact on Critical Business Services","Regulated entities shall evaluate the extent to which a third-party supports essential business functions or services that, if disrupted, could significantly affect operations or customer outcomes."
"TPRM:4.1.2.1","4.1.2.1","TPRM","Risk Management Framework","Critical Third-Party Service Identification","Data Sensitivity and Volume","Regulated entities shall assess the nature and volume of data shared with or processed by third-parties, based on its classification."
"TPRM:4.1.3.1","4.1.3.1","TPRM","Risk Management Framework","Critical Third-Party Service Identification","Regulatory and Operational Dependencies","Regulated entities shall consider dependencies arising from regulatory obligations, licensing requirements, or operational interlinkages that may elevate the criticality of the third-party."
"TPRM:4.1.4.1","4.1.4.1","TPRM","Risk Management Framework","Critical Third-Party Service Identification","Centralized and continuously updated inventory","Regulated Entities shall maintain a centralized and periodically updated inventory of all third-party relationships, clearly flagging those classified as critical. This inventory should be integrated with risk registers and business continuity plans."
"TPRM:4.1.4.2","4.1.4.2","TPRM","Risk Management Framework","Critical Third-Party Service Identification","Centralized and continuously updated inventory","The centralized inventory shall be maintained by the designated TPRM function and updated at least quarterly or upon any significant change in third-party relationships."
"TPRM:4.2.1.1","4.2.1.1","TPRM","Risk Management Framework","Risk Identification and Assessment Methodology","Multi-Dimensional Risk Assessment","Regulated entities shall evaluate third-party risks across key dimensions, including: a) financial risk b) operational risk c) cybersecurity and information security risk d) legal and contractual risk e) reputational risk f) regulatory and compliance risk"
"TPRM:4.2.2.1","4.2.2.1","TPRM","Risk Management Framework","Risk Identification and Assessment Methodology","Risk Scoring and Prioritization","Regulated entities shall apply quantitative and qualitative risk scoring to classify third-party relationships into tiers based on service criticality, data sensitivity, and customer impact, enabling prioritized oversight and mitigation."
"TPRM:4.2.3.1","4.2.3.1","TPRM","Risk Management Framework","Risk Identification and Assessment Methodology","Due Diligence and Ongoing Monitoring","Regulated entities shall conduct thorough due diligence during onboarding and implement periodic reassessments based on risk tiering and performance indicators."
"TPRM:4.3.1.1","4.3.1.1","TPRM","Risk Management Framework","Dependency Mapping to Critical Processes","Identify Single Points of Failure and Concentration Risks","Regulated entities shall highlight areas where reliance on a single third-party or service could lead to operational disruption."
"TPRM:4.3.1.2","4.3.1.2","TPRM","Risk Management Framework","Dependency Mapping to Critical Processes","Identify Single Points of Failure and Concentration Risks","Regulated entities shall identify third-party concentration risk exposure where dependency on a single vendor is on multiple critical services."
"TPRM:4.3.2.1","4.3.2.1","TPRM","Risk Management Framework","Dependency Mapping to Critical Processes","Interdependencies and BCP Integrations","Regulated entities shall document interconnections between third-parties and their internal processes, systems, or downstream dependencies to other vendors to assess cascading risk impacts."
"TPRM:4.3.2.2","4.3.2.2","TPRM","Risk Management Framework","Dependency Mapping to Critical Processes","Interdependencies and BCP Integrations","Regulated entities shall ensure that dependency mapping informs BCP and disaster recovery strategies, enabling timely response and recovery in the event of third-party failure."
"TPRM:5.1.1.1","5.1.1.1","TPRM","Contractual Agreements Considerations","Contractual Safeguards","Scope of Service, Termination Clauses, Right to Audit","Regulated entities shall ensure that Third-Party obtain, maintain, and provide evidence of all necessary approvals, licenses, permits, and authorizations required by applicable laws and regulations to perform the contracted services."
"TPRM:5.2.1.1","5.2.1.1","TPRM","Contractual Agreements Considerations","Legal Binding Agreement","Contract Repository","Regulated entities shall maintain a consolidated repository of all third-party contracts and arrangements, including purchase orders (PO), non-PO engagements, and one-time vendor agreements, where third-parties access, process, or store Regulated entities' data. This repository shall be regularly updated, centrally accessible to authorized personnel, and structured to support oversight, compliance, and audit requirements."
"TPRM:5.2.1.2","5.2.1.2","TPRM","Contractual Agreements Considerations","Legal Binding Agreement","Contract Repository","Regulated entities shall ensure that all third-party engagements are governed by legally binding agreements, duly executed by authorized signatories. These agreements shall be enforceable under applicable laws and reviewed by legal counsel prior to execution. Copies of executed contracts shall be securely maintained and made available for audit or regulatory review upon request. Contracts shall clearly define the scope of services, roles and responsibilities, and incorporate comprehensive safeguarding clauses, including but not limited to: a) right to audit the third-party and its subcontractors; b) exit strategies, including termination rights for non-compliance and mandatory handover of assets, data, and documentation; c) confidentiality, data privacy, and data portability/erasure obligations; d) adherence to the entity’s information and cybersecurity policies; e) access to all records and information relevant to the outsourced activity; f) liability for security breaches and data leakage, supported by cyber insurance or equivalent coverage; g) escrow arrangements for source code, if applicable; h) right to deny access to unauthorized personnel; i) defined performance metrics (e.g., SLA, TAT, service quality) and remedies for SLA breaches; j) visibility and control over subcontractor involvement; and k) dispute resolution mechanisms and termination conditions."
"TPRM:5.2.2.1","5.2.2.1","TPRM","Contractual Agreements Considerations","Legal Binding Agreement","Contract Execution and Enforceability","Regulated entities shall ensure that all contractual arrangements with third-parties are governed by legally binding agreements that are duly executed by authorized signatories of both parties. These agreements shall clearly define the scope of services, roles and responsibilities, confidentiality obligations, liability clauses, dispute resolution mechanisms, and termination conditions."
"TPRM:5.2.2.2","5.2.2.2","TPRM","Contractual Agreements Considerations","Legal Binding Agreement","Contract Execution and Enforceability","Regulated entities shall verify that such agreements are enforceable under applicable laws and are reviewed by legal counsel prior to execution. Copies of executed contracts shall be securely maintained and made available for audit or regulatory review upon request."
"TPRM:5.3.1.1","5.3.1.1","TPRM","Contractual Agreements Considerations","Regular Monitoring and Assessment","Ongoing Oversight of Contractual Compliance","Regulated entities shall establish and implement a structured process for the regular monitoring and assessment of third-party compliance with contractual obligations. This includes: a. evaluating service delivery against agreed performance metrics Chapter 6 b. verifying adherence to legal and operational clauses (e.g., scope of services, termination rights, audit provisions) c. ensuring the effectiveness of back-to-back arrangements with subcontractors"
"TPRM:5.3.1.2","5.3.1.2","TPRM","Contractual Agreements Considerations","Regular Monitoring and Assessment","Ongoing Oversight of Contractual Compliance","Monitoring activities shall be documented, and any deviations or risks identified shall be escalated and addressed through corrective actions, contract amendments, or enhanced oversight measures."
"TPRM:5.4.1.1","5.4.1.1","TPRM","Contractual Agreements Considerations","Health Safety & Environment","Contractual adequacy","Regulated entities shall ensure that all contractual agreements with third-parties explicitly incorporate comprehensive Environmental, Health, and Safety (EHS) obligations. These contractual provisions shall: d. align with applicable regulatory standards and cover workplace safety, environmental protection, and emergency preparedness. e. require third-parties to maintain a formally documented EHS policy, approved by senior management, communicated to stakeholders, and periodically reviewed for relevance and effectiveness. f. mandate the implementation of a safety program addressing high-risk operational areas such as confined spaces, hazardous energy control (Lock Out/Tag Out), hot work, working at heights, and contractor EHS management. g. include requirements for documented contingency plans to manage pollutant releases (e.g., spills, emissions to air, water, or waste), with procedures for immediate response, mitigation, and regulatory reporting. h. ensure third-parties maintain valid permits, have no unresolved regulatory violations in the current financial year, and conduct documented safety training for their workforce. i. allow for periodic assessments by Regulated Entities to verify ongoing compliance with these EHS obligations."
"TPRM:5.5.1.1","5.5.1.1","TPRM","Contractual Agreements Considerations","Financial Viability","Assessment of Financial Indicators","Regulated Entities shall establish a risk-based approach to assess the financial viability of third-parties throughout the engagement lifecycle. This includes incorporating contractual provisions that mandate the demonstration and maintenance of financial health: a. the depth and frequency of financial assessments shall be proportionate to the criticality of the third-party. b. for critical vendors, Regulated Entities shall perform comprehensive financial assessments, including analysis of key financial indicators such as credit ratings, current ratios, debt-equity ratios, profitability trends, and revenue growth. c. for non-critical vendors, basic financial health checks - such as verification of valid trade licenses, solvency confirmation, and absence of bankruptcy proceedings - may be deemed sufficient. d. this control supports ongoing monitoring and enables timely identification of financial instability risks that may impact service delivery or regulatory compliance."
"TPRM:5.6.1.1","5.6.1.1","TPRM","Contractual Agreements Considerations","Compliance (Geopolitics, Regulatory, Organizational, Country and Legal)","Anti-Bribery and Anti-Corruption Policy","Regulated entities shall have documented and approved anti-bribery and anti-corruption policy that shall commensurate with the size, risk, and criticality of the third-party relationship, ensure that third-parties maintain a formally documented and approved Anti- Bribery and Anti-Corruption (ABAC) Policy."
"TPRM:5.6.1.2","5.6.1.2","TPRM","Contractual Agreements Considerations","Compliance (Geopolitics, Regulatory, Organizational, Country and Legal)","Anti-Bribery and Anti-Corruption Policy","The (ABAC) Policy shall be communicated to all relevant employees, contractors, and agents, and, where appropriate, incorporated into the third-party’s Code of Conduct."
"TPRM:5.6.1.3","5.6.1.3","TPRM","Contractual Agreements Considerations","Compliance (Geopolitics, Regulatory, Organizational, Country and Legal)","Anti-Bribery and Anti-Corruption Policy","The (ABAC) Policy shall be reviewed and updated at regular intervals-at least annually or upon significant regulatory or operational changes. Where feasible and proportionate to the risk, regulated entities shall maintain records of bribery or corruption-related investigations or legal actions."
"TPRM:5.6.2.1","5.6.2.1","TPRM","Contractual Agreements Considerations","Compliance (Geopolitics, Regulatory, Organizational, Country and Legal)","Identification of Applicable Legislation & Contractual Requirements","Regulated Entities shall ensure that third-parties identify, document, and track all relevant legislative, statutory, regulatory, and contractual security requirements applicable to their operations. Compliance shall be maintained through a structured governance framework that includes: a. maintenance of a compliance register or tracker; b. regular reviews and updates based on changes in laws or contracts; c. assignment of ownership for each requirement; d. periodic audits and assessments to verify adherence; and e. documentation of evidence supporting compliance."
"TPRM:5.6.3.1","5.6.3.1","TPRM","Contractual Agreements Considerations","Compliance (Geopolitics, Regulatory, Organizational, Country and Legal)","Litigation and Legal Exposure","Regulated entities shall ensure that third-parties disclose any litigation involving allegations of intellectual property infringement, misappropriation, or related claims. This includes cases involving the third-party itself, its directors, officers, owners, or majority shareholders, as well as any third-party products or services offered. Such disclosures shall be documented and incorporated into the entity’s legal compliance and third-party risk assessment framework."
"TPRM:5.7.1.1","5.7.1.1","TPRM","Contractual Agreements Considerations","Corporate Governance","Investigation","Regulated entities shall ensure that third-parties disclose any investigations or audits conducted by regulators or government agencies for alleged non-compliance with applicable laws. This includes, but is not limited to, violations related to bribery, kickbacks, or other improper payments to government officials. Disclosures shall cover the third-party itself, as well as its directors, officers, majority shareholders, affiliated entities, and employees. Such information shall be documented and factored into Regulated entities' third-party risk assessment and compliance oversight processes."
"TPRM:6.1.1.1","6.1.1.1","TPRM","Risk Assessment and Monitoring","Identification, Assessment, and Mitigation","Conduct Periodic Reassessments","Regulated entities shall reassess third-party risks at defined intervals based on their risk tier, service criticality, and performance history. Trigger reassessments upon significant changes in services, regulations, threat landscape or upon renewal and breaches."
"TPRM:6.1.2.1","6.1.2.1","TPRM","Risk Assessment and Monitoring","Identification, Assessment, and Mitigation","Identify Emerging Risks","Regulated entities shall continuously monitor for new risk vectors, including changes in legal frameworks, threat landscapes, and operational dependencies."
"TPRM:6.1.3.1","6.1.3.1","TPRM","Risk Assessment and Monitoring","Identification, Assessment, and Mitigation","Mitigation Planning","Regulated entities shall develop and implement targeted treatment plans for identified risks. Each plan shall include: a. defined risk owner(s) b. specific mitigation actions c. timelines and milestones d. monitoring and reporting mechanisms"
"TPRM:6.2.1.1","6.2.1.1","TPRM","Risk Assessment and Monitoring","Risk Classification","Classify Based on Inherent and Residual Risk","Regulated entities shall evaluate third-parties based on the nature of the service (inherent risk) and the effectiveness of controls in place (residual risk)."
"TPRM:6.2.2.1","6.2.2.1","TPRM","Risk Assessment and Monitoring","Risk Classification","Determine Oversight Intensity","Regulated entities shall use classification outcomes to define the frequency and depth of due diligence, monitoring, and audit activities. High-risk third-parties should be subject to enhanced scrutiny and more frequent reviews."
"TPRM:6.2.3.1","6.2.3.1","TPRM","Risk Assessment and Monitoring","Risk Classification","Align with Regulatory Expectations","Regulated entities shall ensure that classification methodologies and oversight practices are consistent with regulatory guidance and leading international standards."
"TPRM:6.3.1.1","6.3.1.1","TPRM","Risk Assessment and Monitoring","Ongoing Monitoring of Critical Third Parties","Performance and SLA Monitoring","Regulated entities shall regularly track service delivery against agreed Service Level Agreements (SLAs) and Key Performance Indicators (KPIs) to ensure operational reliability."
"TPRM:6.3.2.1","6.3.2.1","TPRM","Risk Assessment and Monitoring","Ongoing Monitoring of Critical Third Parties","Compliance and Risk Surveillance","Regulated entities shall monitor compliance with contractual obligations, regulatory requirements, and internal policies. Identify emerging risks such as geopolitical shifts, cyber threats, or financial instability."
"TPRM:6.3.3.1","6.3.3.1","TPRM","Risk Assessment and Monitoring","Ongoing Monitoring of Critical Third Parties","Automated Risk Intelligence Tools","Regulated entities may leverage technology platforms that provide real-time alerts, external risk signals, and automated updates on third-party risk profiles. These tools could integrate with internal systems to support proactive decision-making."
